customer_name,phone_number,email,address,state,purchase_date,gold_type,gold_quality,gold_weight,price_per_gram,total_amount,discount_percentage,discount_amount,final_amount,payment_mode,notes
Faiyaz Raju,08432562960,gbalasubramanian@example.net,"H.No. 53, Sule Road, Bhiwani 284689",Telangana,2024-04-19,18K,Premium,692.438,6617.28,4582056.13,1.56,71480.08,4510576.05,Bank Transfer,
Yuvaan Saxena,7351875773,kimayaahluwalia@example.net,"06/579, Zacharia Nagar, Tinsukia-607616",Telangana,2024-07-22,24K,Pure,726.517,5817.25,4226331.02,2.28,96360.35,4129970.67,UPI,
Vritika Balasubramanian,8453869407,upadhyaydivit@example.net,"H.No. 710, Chakraborty, Kollam-632026",Telangana,2025-03-26,24K,Standard,139.135,6121.31,851688.47,3.67,31256.97,820431.5,Bank Transfer,
Piya Yohannan,3479394428,qbal@example.com,"58, Wable Nagar, Gorakhpur 813756",Tamil Nadu,2024-11-20,18K,Premium,325.414,6775.62,2204881.61,4.04,89077.22,2115804.39,Card,
Devansh Agrawal,7620087232,zchada@example.com,"H.No. 123, Soman Street, Bijapur-679124",Delhi,2023-11-23,22K,Premium,150.428,6170.38,928197.92,1.89,17542.94,910654.98,Card,
Arnav Sehgal,09062009235,vardaniya82@example.net,"17/806, Khanna Zila, Thoothukudi-936531",Telangana,2024-04-25,18K,Premium,820.167,6476.04,5311434.3,2.44,129599.0,5181835.3,Bank Transfer,
Heer Subramanian,4685273878,eva86@example.com,"14, Khosla Road, Mango-754024",West Bengal,2023-11-24,18K,Standard,663.718,6958.77,4618660.91,3.2,147797.15,4470863.76,Bank Transfer,
Aayush Dani,06364194443,lakshay07@example.org,"88, Mammen, Pudukkottai-447249",Rajasthan,2024-11-11,22K,Premium,14.389,5265.6,75766.72,0.24,181.84,75584.88,UPI,
Shlok Vohra,+911906987795,behlkartik@example.com,"H.No. 913, Varghese Zila, Chapra-114923",West Bengal,2024-09-25,24K,Standard,116.959,5039.1,589368.1,3.86,22749.61,566618.49,UPI,
Inaaya  Baria,+912138587801,dkade@example.com,"H.No. 36, Biswas Circle, Gandhidham 749225",Delhi,2025-04-20,22K,Standard,732.579,6423.64,4705823.77,3.84,180703.63,4525120.14,Cash,
Urvi Vohra,+915407755222,lallaurvi@example.org,"H.No. 58, Chauhan Ganj, Ramagundam-194148",Tamil Nadu,2024-08-01,18K,Premium,293.597,6089.62,1787894.16,2.61,46664.04,1741230.12,Card,
Hridaan Mannan,+913888573794,khushi13@example.org,"08/101, Yogi, South Dumdum-019817",Karnataka,2024-03-25,18K,Pure,803.398,5467.25,4392377.72,0.6,26354.27,4366023.45,Card,
Nakul Loyal,+915082246206,hazelchahal@example.org,"453, Goswami Street, Dehradun 665893",Delhi,2024-01-11,18K,Standard,688.898,5819.72,4009193.47,4.3,172395.32,3836798.15,UPI,
Kaira Bahl,+914830282419,sahildatta@example.net,"H.No. 216, Seth Chowk, Bhind-955478",Delhi,2024-10-25,24K,Premium,67.944,5269.73,358046.54,1.6,5728.74,352317.8,Cash,Adipisci assumenda quaerat cupiditate ducimus id.
Anaya Sen,+913370453119,eshani79@example.com,"49, Kata Circle, Gopalpur-200668",Telangana,2023-11-18,22K,Standard,60.265,5884.81,354648.07,0.2,709.3,353938.77,Card,Quas quidem ea.
Amani Chaudhary,+912514389836,lavanya12@example.net,"724, Soman Ganj, Medininagar 490136",Telangana,2024-11-25,22K,Pure,344.78,5510.19,1899803.31,4.97,94420.22,1805383.09,Cash,Voluptates eius veniam vero.
Sana Som,0944340286,sarrafindrans@example.net,"377, Chadha, Anand 828670",Kerala,2023-08-04,22K,Standard,734.575,6462.18,4746955.87,3.4,161396.5,4585559.37,Bank Transfer,
Hiran Konda,07931610554,rati68@example.org,"H.No. 965, Master Path, Jamshedpur 273202",Tamil Nadu,2024-03-13,22K,Premium,224.598,6414.06,1440585.05,2.89,41632.91,1398952.14,Bank Transfer,
Aaryahi Bhatnagar,9287458525,arnavsuri@example.org,"98/647, Yohannan Circle, Fatehpur 186415",Delhi,2024-11-19,18K,Pure,889.144,6310.61,5611041.02,0.67,37593.97,5573447.05,UPI,
Bhamini Shetty,+915130685678,azadgara@example.net,"01/060, Anne Zila, Thane-293221",Gujarat,2025-01-02,18K,Pure,985.533,6658.03,6561708.28,2.84,186352.52,6375355.76,Bank Transfer,
Mohanlal Mammen,7474801543,mkhosla@example.org,"22/34, Singhal Road, Anantapuram 216251",Rajasthan,2023-06-24,18K,Standard,990.177,6554.74,6490352.79,1.46,94759.15,6395593.64,Bank Transfer,Doloribus reprehenderit velit laborum.
Hansh Rama,00843011797,hiran37@example.net,"96/90, Chaudhary Path, Machilipatnam 632047",Delhi,2025-01-15,22K,Standard,565.55,6782.48,3835831.56,1.17,44879.23,3790952.33,UPI,
Ranbir Dayal,+915660605959,pari12@example.com,"61/15, Bhasin, Ozhukarai-026800",West Bengal,2023-06-02,22K,Standard,87.538,6273.81,549196.78,0.07,384.44,548812.34,Cash,Atque maxime porro tempora a dignissimos ipsa odio.
Nehmat Mani,+910205341235,varghesebaiju@example.net,"950, Bose Circle, Tadipatri-567692",Tamil Nadu,2024-09-29,18K,Premium,641.054,5166.06,3311723.43,1.92,63585.09,3248138.34,UPI,
Taran Dara,8212269020,senguptatarini@example.net,"862, Yadav Zila, Panihati 777220",Gujarat,2024-10-05,24K,Standard,321.211,6762.85,2172301.81,4.13,89716.06,2082585.75,Bank Transfer,
Anahita Ganesan,6497669839,nvarty@example.com,"H.No. 81, Datta Road, Sangli-Miraj & Kupwad 829664",Delhi,2024-11-13,18K,Pure,476.961,6155.0,2935694.96,0.53,15559.18,2920135.78,UPI,Dicta iste et facere.
Baiju Dewan,+917695059204,guptavardaniya@example.net,"H.No. 25, Iyer Path, Aurangabad 314685",Gujarat,2024-11-01,24K,Pure,919.744,5920.36,5445215.59,0.14,7623.3,5437592.29,UPI,Accusantium cumque provident expedita.
Samaira Contractor,5393505172,uborra@example.com,"H.No. 09, Kaur Path, Karnal-369315",Telangana,2024-02-15,18K,Premium,454.282,6918.28,3142850.07,0.22,6914.27,3135935.8,Cash,
Akarsh Bhasin,+914046316467,kavya79@example.org,"H.No. 41, Boase Road, Davanagere 664103",Karnataka,2024-10-12,22K,Premium,83.434,6338.52,528848.08,2.02,10682.73,518165.35,Cash,
Zaina Kashyap,04206436241,ranbiragate@example.org,"49/708, Dyal Marg, Siliguri-935385",Rajasthan,2023-12-21,18K,Premium,304.425,5713.37,1739292.66,1.09,18958.29,1720334.37,Card,
Mohanlal Subramaniam,6997169220,ganeshshlok@example.com,"786, Deo Circle, Kadapa-323933",West Bengal,2024-05-30,22K,Pure,638.149,5670.1,3618368.64,4.55,164635.77,3453732.87,Card,Atque reprehenderit excepturi culpa quia quibusdam amet.
Aaina Sandhu,09025556617,ishita01@example.com,"51/01, Bala Street, Latur-266997",Maharashtra,2024-02-03,18K,Premium,629.164,5240.72,3297272.36,2.66,87707.44,3209564.92,UPI,
Damini Apte,4024033374,yasminkanda@example.net,"H.No. 67, Kunda, Bijapur 034482",Maharashtra,2025-03-06,22K,Premium,326.33,6997.99,2283654.08,1.06,24206.73,2259447.35,Bank Transfer,
Divyansh Bir,01863880274,yviswanathan@example.net,"423, Apte Street, Yamunanagar 429725",Andhra Pradesh,2023-07-27,24K,Premium,49.745,5718.48,284465.79,3.72,10582.13,273883.66,Card,
Lakshay Chatterjee,07495658162,nchoudhary@example.com,"57/565, Chadha Path, Panipat 089280",Tamil Nadu,2023-08-17,22K,Pure,237.954,5446.29,1295966.49,3.07,39786.17,1256180.32,Cash,
Ivan Dara,4351245206,rsani@example.net,"93/300, Dutta, Chennai 839264",Telangana,2024-07-19,18K,Pure,734.665,6488.87,4767145.68,4.92,234543.57,4532602.11,Card,
Kanav Sinha,4367409288,mgoel@example.net,"37, Bhavsar Zila, Warangal 630127",Delhi,2023-07-11,22K,Pure,950.589,5066.76,4816406.32,0.03,1444.92,4814961.4,UPI,
Piya Sodhi,+919303035064,sverma@example.net,"78/85, Brahmbhatt Marg, Jaipur 600217",Andhra Pradesh,2024-01-30,24K,Premium,720.265,5241.35,3775160.96,4.24,160066.82,3615094.14,Cash,
Nehmat Venkataraman,+916039629253,krishishaan@example.com,"88, Kala Road, Aizawl-126141",Kerala,2024-07-30,22K,Standard,594.343,5380.49,3197856.57,1.89,60439.49,3137417.08,UPI,Rem quia quasi culpa incidunt.
Faiyaz Kunda,03118380307,zaina61@example.org,"88/476, Mangal Ganj, Amritsar 195311",Andhra Pradesh,2024-11-22,18K,Pure,38.791,5614.88,217806.81,4.77,10389.38,207417.43,UPI,
Yashvi Sinha,3904927631,kumarsaanvi@example.com,"981, Dhawan Marg, Tadepalligudem 358453",West Bengal,2023-08-07,18K,Standard,438.022,5478.54,2399721.05,3.01,72231.6,2327489.45,UPI,
Kismat Saxena,+919607321928,bumbfarhan@example.net,"11, Datta Road, Jhansi 340625",Andhra Pradesh,2025-01-20,22K,Pure,390.624,5760.51,2250193.46,1.26,28352.44,2221841.02,UPI,
Azad Kashyap,+914968489956,aniruddh68@example.net,"80, Chawla Ganj, Kalyan-Dombivli-443107",Karnataka,2025-03-26,24K,Standard,734.075,6471.92,4750874.67,4.28,203337.44,4547537.23,Cash,Beatae occaecati neque dolore magnam porro.
Indrajit Ganesan,8722037899,biradah@example.net,"H.No. 068, Sampath Ganj, Guna 459955",Tamil Nadu,2023-08-18,22K,Standard,153.263,6309.91,967075.74,3.19,30849.72,936226.02,Cash,
Gatik Rastogi,01880507361,tanand@example.org,"H.No. 064, Chad Road, Danapur-557898",Kerala,2024-08-15,24K,Premium,443.143,5991.43,2655060.26,2.13,56552.78,2598507.48,Cash,
Jayesh Sharma,05309032371,rattimahika@example.com,"H.No. 523, Brahmbhatt, Jammu-870895",West Bengal,2024-04-12,22K,Standard,954.08,6977.26,6656864.22,4.74,315535.36,6341328.86,Cash,Molestias et voluptas harum.
Taran Shukla,+917654974715,sinharenee@example.org,"H.No. 371, Taneja Marg, Machilipatnam 774304",Kerala,2025-01-28,24K,Standard,204.297,6248.66,1276582.49,4.77,60892.98,1215689.51,Cash,
Pranay Handa,5800688054,tripathimishti@example.net,"59/03, Singhal Path, Junagadh 938926",Gujarat,2024-02-11,18K,Pure,170.668,5123.29,874381.66,3.82,33401.38,840980.28,Card,
Dishani Sama,+913961154564,priyansh39@example.net,"37/087, Kashyap Nagar, Asansol 796343",Andhra Pradesh,2024-08-29,22K,Pure,152.346,6150.0,936927.9,2.86,26796.14,910131.76,UPI,
Raunak Shenoy,4358261694,esama@example.net,"56/05, Balay Nagar, Nagaon 266707",Andhra Pradesh,2024-10-04,24K,Premium,14.86,6054.61,89971.5,3.14,2825.11,87146.39,UPI,
Tara Gandhi,+919908816390,mandalmishti@example.org,"40, Reddy Circle, Baranagar-929747",Maharashtra,2024-01-02,22K,Pure,610.49,6182.01,3774055.28,4.73,178512.81,3595542.47,Bank Transfer,
Jayant Dhaliwal,+916891210346,gadeamira@example.net,"H.No. 443, Balakrishnan Marg, Mahbubnagar 832870",Rajasthan,2025-03-06,22K,Pure,80.571,6206.67,500077.61,3.42,17102.65,482974.96,Cash,
Lagan Handa,+913353772212,anvi67@example.net,"413, Sehgal Road, Morena-734378",Rajasthan,2025-01-13,22K,Pure,106.367,5481.86,583089.0,4.61,26880.4,556208.6,UPI,
Divij Zachariah,6934871266,kaira97@example.com,"H.No. 452, Brahmbhatt Path, Tiruvottiyur-137614",Kerala,2024-11-16,18K,Premium,538.391,6944.65,3738937.06,3.47,129741.12,3609195.94,UPI,
Shray Seshadri,7327828888,sairasrinivasan@example.com,"51/055, Khatri Chowk, Junagadh-866278",Kerala,2025-04-29,18K,Premium,625.548,6417.44,4014416.76,3.73,149737.75,3864679.01,Bank Transfer,
Anvi Dugar,+917440202943,mbasak@example.org,"H.No. 47, Batta Path, Agra-570709",Tamil Nadu,2023-12-18,18K,Premium,204.175,5798.65,1183939.36,1.43,16930.33,1167009.03,Bank Transfer,
Myra Mangal,05715748520,xarora@example.com,"H.No. 42, Gill Street, Rajkot 071201",Karnataka,2024-06-21,24K,Standard,951.673,6162.25,5864446.94,4.58,268591.67,5595855.27,UPI,
Manjari Kant,+915950347911,dugarfarhan@example.net,"79/731, Basak Road, Malda-006757",Maharashtra,2024-04-28,18K,Pure,667.555,6430.3,4292578.92,1.52,65247.2,4227331.72,Card,
Mehul Dalal,+910682555044,neysajhaveri@example.org,"H.No. 307, Chandra Marg, Medininagar-004355",Rajasthan,2023-09-24,22K,Pure,502.404,5800.29,2914088.9,3.97,115689.33,2798399.57,Card,Eos esse commodi accusantium.
Ayesha Comar,06180636443,riyakohli@example.com,"78/763, Ramanathan, Moradabad 192002",West Bengal,2024-08-02,22K,Pure,684.8,5250.28,3595391.74,1.2,43144.7,3552247.04,UPI,Ipsam quisquam facere cum distinctio dolorem.
Charvi Raju,6331774438,dishanisehgal@example.com,"81/34, Kannan Ganj, Ghaziabad 004956",Andhra Pradesh,2024-04-17,18K,Pure,170.93,6383.07,1091058.16,1.62,17675.14,1073383.02,Bank Transfer,
Eshani Sahota,+910314840752,nehmat01@example.net,"H.No. 61, Thaman Path, Karimnagar-597399",Rajasthan,2024-11-04,22K,Pure,435.088,5605.7,2438972.8,1.85,45121.0,2393851.8,Card,
Faiyaz Venkatesh,02646198851,ramtejas@example.com,"25/64, Gade Road, Sambhal-533625",Gujarat,2023-09-29,18K,Premium,825.27,5252.52,4334747.18,3.71,160819.12,4173928.06,Cash,
Prerak Madan,08770003216,hridaandey@example.net,"851, Manne Nagar, Sambhal-704501",Gujarat,2024-02-11,24K,Standard,188.942,5585.83,1055397.89,0.89,9393.04,1046004.85,Cash,Sapiente ut minus numquam quae.
Saira Keer,+917872917350,bansalmyra@example.com,"678, Date, Tirunelveli 577001",Andhra Pradesh,2024-05-11,18K,Premium,455.402,6915.15,3149173.14,4.25,133839.86,3015333.28,Bank Transfer,
Jivika Goyal,1364899297,guhavihaan@example.net,"12/026, Raj Nagar, Gaya-482943",West Bengal,2024-09-13,24K,Standard,229.728,5660.92,1300471.83,2.91,37843.73,1262628.1,UPI,Officiis deleniti distinctio reprehenderit quidem dignissimos.
Faiyaz Bajaj,3216289993,indranilthakur@example.com,"H.No. 03, Subramaniam Road, Mangalore 376793",Delhi,2023-11-23,22K,Premium,754.247,6035.45,4552220.06,1.07,48708.75,4503511.31,UPI,
Adira Grover,1872443576,sastrylakshay@example.net,"28/222, Chopra Street, Narasaraopet 700664",Karnataka,2023-12-06,24K,Pure,586.325,6669.63,3910570.81,2.66,104021.18,3806549.63,Bank Transfer,
Suhana Salvi,8947964880,bakshividur@example.net,"49/01, Dey Road, Berhampore 131458",West Bengal,2024-11-20,22K,Standard,972.785,6463.5,6287595.85,2.36,148387.26,6139208.59,UPI,
Kaira Devi,+915450299312,okaur@example.org,"96/612, Bassi Nagar, Mumbai-172794",Delhi,2024-10-15,22K,Standard,481.973,6010.5,2896898.72,0.78,22595.81,2874302.91,UPI,
Samar Bhasin,5577522252,oorja86@example.com,"915, Varkey Zila, Bardhaman 066572",Andhra Pradesh,2024-11-24,18K,Premium,597.022,6251.48,3732271.09,2.69,100398.09,3631873.0,Card,
Eshani Walia,2713420883,zkannan@example.com,"75/04, Chokshi Road, Berhampur-867227",West Bengal,2023-10-26,24K,Pure,900.347,5284.11,4757532.59,1.28,60896.42,4696636.17,Bank Transfer,
Tejas Ghose,+911650700651,regerenee@example.com,"12/888, Sachdeva Street, Pimpri-Chinchwad-226999",Kerala,2024-04-03,22K,Premium,590.075,5896.84,3479577.86,0.12,4175.49,3475402.37,Cash,Occaecati neque suscipit unde.
Prisha Kaul,+911463323795,daminidara@example.net,"H.No. 366, Bhasin Street, Sonipat-841898",Tamil Nadu,2024-10-17,24K,Premium,325.678,6119.02,1992830.2,1.99,39657.32,1953172.88,Card,
Vaibhav Balakrishnan,2769015085,srama@example.com,"H.No. 98, Arya Marg, Jaipur-409815",Andhra Pradesh,2023-07-06,22K,Premium,307.352,5465.58,1679856.94,0.03,503.96,1679352.98,UPI,
Renee Kurian,06411127233,aarna14@example.org,"H.No. 26, Rao Circle, Ichalkaranji-870815",Kerala,2025-01-07,18K,Premium,778.575,6733.92,5242861.76,3.69,193461.6,5049400.16,Bank Transfer,
Ayesha Khatri,+911305452878,bajajdiya@example.com,"H.No. 099, Dutt Road, Tadepalligudem 189188",Rajasthan,2023-12-20,18K,Premium,552.143,6899.21,3809350.51,1.25,47616.88,3761733.63,Card,
Advika Lad,+910093738200,tsha@example.com,"H.No. 106, Bhalla Chowk, Thrissur-543467",Telangana,2023-11-09,22K,Standard,873.286,6595.74,5759967.4,1.32,76031.57,5683935.83,Card,
Nitya Bhardwaj,+916202465364,tiyasant@example.org,"51/521, Kala, Rajpur Sonarpur-341024",Maharashtra,2025-01-07,24K,Standard,715.696,5916.1,4234129.11,2.61,110510.77,4123618.34,Card,Eum quos amet accusamus vel corporis.
Vihaan Goda,3408441086,ryankadakia@example.com,"863, Bassi Street, Latur 629494",Kerala,2024-08-26,18K,Pure,57.674,6839.22,394445.17,3.31,13056.14,381389.03,Card,
Divyansh Khare,04885152990,sanilavanya@example.net,"916, Dhaliwal Ganj, Jalandhar 541691",Delhi,2025-04-29,18K,Standard,465.05,6931.82,3223642.89,3.69,118952.42,3104690.47,UPI,
Myra Bhandari,8990623038,dishani01@example.com,"H.No. 52, Rege Circle, Bidar-845359",Andhra Pradesh,2024-11-09,24K,Standard,954.206,5357.66,5112311.32,1.6,81796.98,5030514.34,UPI,
Advik Bhattacharyya,03788924623,rohangaba@example.org,"00, Jhaveri Zila, Tirupati 568948",West Bengal,2024-03-17,24K,Pure,602.841,5219.45,3146498.46,2.77,87158.01,3059340.45,Bank Transfer,Quas voluptas necessitatibus itaque atque.
Akarsh Deol,5785008714,raghav86@example.com,"43/272, Doshi Road, Ambattur-536280",Delhi,2023-09-16,22K,Pure,708.906,5350.49,3792994.46,1.24,47033.13,3745961.33,Bank Transfer,Nostrum maiores quaerat maxime repellendus fuga.
Kashvi Srinivas,6551921868,jkuruvilla@example.org,"954, Doshi Nagar, Visakhapatnam-141479",Karnataka,2023-09-08,22K,Standard,407.331,5048.66,2056475.73,2.48,51000.6,2005475.13,Card,
Anahi Soman,+912372990028,armaan95@example.com,"655, Agarwal Chowk, Amaravati-774681",Tamil Nadu,2024-03-22,22K,Pure,205.922,5283.75,1088040.37,0.31,3372.93,1084667.44,Card,
Amira Ganguly,+913194442516,dugalkimaya@example.com,"H.No. 51, Mand Street, Nanded 499048",Telangana,2024-01-03,24K,Premium,584.385,6360.83,3717173.64,1.98,73600.04,3643573.6,Cash,
Siya Sachar,6894355398,anvisinghal@example.net,"65/71, Raval, Kharagpur-474059",Karnataka,2024-05-09,24K,Standard,106.173,5218.99,554115.83,1.48,8200.91,545914.92,Bank Transfer,
Pari Comar,5173749425,aniruddhbains@example.net,"88/38, Sunder Marg, Udaipur-760669",Maharashtra,2024-04-25,18K,Premium,8.547,6073.81,51912.85,0.5,259.56,51653.29,Card,
Nirvi Deol,2542522807,dishanisahota@example.com,"H.No. 752, Bhatt Chowk, Bhopal-257347",Maharashtra,2023-09-25,24K,Pure,853.082,5806.77,4953650.97,0.64,31703.37,4921947.6,Card,
Vidur Gopal,+913705056852,tanya76@example.com,"11/18, Ramesh Circle, Kalyan-Dombivli-183235",West Bengal,2024-08-02,22K,Pure,276.06,5008.91,1382759.69,3.29,45492.79,1337266.9,Cash,
Ayesha Sahni,05971926911,adira05@example.org,"258, Salvi Chowk, Medininagar-987131",Karnataka,2024-08-08,18K,Pure,774.572,5600.53,4338013.72,3.7,160506.51,4177507.21,Cash,Quo magnam perferendis ad magni ex.
Shaan Wadhwa,08021694455,ganeshzain@example.org,"H.No. 11, Gaba Zila, Guntakal-852410",West Bengal,2025-02-16,22K,Premium,198.656,6980.29,1386676.49,4.43,61429.77,1325246.72,Bank Transfer,
Zaina Saini,06377325026,rmahajan@example.com,"H.No. 342, Bala, Aurangabad 064438",Telangana,2025-02-13,18K,Premium,832.509,5779.58,4811552.37,0.07,3368.09,4808184.28,UPI,Corrupti magni hic expedita laudantium ipsam.
Oorja Rajagopalan,+914864373844,jlanka@example.net,"H.No. 84, Goda Marg, Aizawl 810951",Kerala,2024-03-10,22K,Standard,632.074,6107.4,3860328.75,1.97,76048.48,3784280.27,Card,Iusto facere quo a ipsum necessitatibus iste.
Purab Dugar,8175594773,okrishnamurthy@example.com,"14/941, Shetty Ganj, Nangloi Jat 807521",Delhi,2023-11-30,22K,Standard,852.0,5245.5,4469166.0,1.3,58099.16,4411066.84,Cash,
Dhanuk Shah,+917284596991,vyogi@example.org,"89/656, Master Ganj, Haldia-238818",Delhi,2024-05-05,18K,Standard,596.145,6515.47,3884164.86,0.77,29908.07,3854256.79,Card,
Nirvaan Chada,1559576050,neelofar73@example.com,"49, Kunda Chowk, Chandrapur 805556",Tamil Nadu,2024-03-30,24K,Pure,614.831,6695.42,4116551.77,4.04,166308.69,3950243.08,UPI,
Aayush Shetty,1847629418,hrishitadash@example.com,"H.No. 424, Kothari Nagar, Guntakal 154160",Gujarat,2023-06-08,24K,Premium,492.119,5613.28,2762401.74,1.5,41436.03,2720965.71,Bank Transfer,
Darshit Kulkarni,7380575979,sahil42@example.net,"50/24, Srivastava, Kamarhati 437949",West Bengal,2023-08-12,18K,Premium,409.036,6299.58,2576755.0,0.07,1803.73,2574951.27,Cash,
Zain Sheth,9673159967,bsharaf@example.net,"H.No. 81, Kala Circle, Berhampur 772974",Maharashtra,2025-03-11,18K,Pure,339.46,5833.91,1980379.09,3.17,62778.02,1917601.07,Cash,Molestiae quam eius nobis nobis repudiandae saepe.
Anahi Sunder,8544629625,aarushborah@example.net,"H.No. 131, Setty Path, Yamunanagar 904301",Delhi,2024-06-22,18K,Standard,578.771,6685.21,3869205.68,1.42,54942.72,3814262.96,Bank Transfer,
Aayush Khare,5859957833,shlok30@example.net,"18/11, Deshpande Street, Bilaspur 264533",Gujarat,2024-02-16,18K,Standard,734.35,5704.84,4189349.25,2.87,120234.32,4069114.93,Cash,
Nirvi Keer,1955240689,dishanidutta@example.net,"30/24, Gour Nagar, Pune 652226",Maharashtra,2025-05-18,24K,Premium,400.087,6177.66,2471601.46,4.62,114187.99,2357413.47,Card,
Ranbir Goswami,4227501997,lvarty@example.net,"H.No. 773, Sampath, Karnal 757451",Delhi,2025-05-02,18K,Premium,437.118,5819.38,2543755.75,1.48,37647.59,2506108.16,Cash,Dolorum unde possimus voluptatem inventore laboriosam.
Ehsaan Grewal,+915892306127,daliatrisha@example.net,"65, Rege, Khandwa 340790",Gujarat,2025-05-20,24K,Premium,240.523,6194.39,1489893.27,0.33,4916.65,1484976.62,UPI,Magnam facere accusantium facere pariatur ducimus voluptatem quam.
Vidur Yogi,+911320356786,tbanerjee@example.org,"39/523, Rege Chowk, Tadepalligudem 500324",Delhi,2024-07-18,22K,Premium,384.286,6899.4,2651342.83,4.3,114007.74,2537335.09,UPI,
Rhea Maharaj,+912666944426,gadehiran@example.org,"H.No. 137, Das Marg, Pallavaram 949176",Rajasthan,2024-06-07,22K,Premium,279.404,5631.9,1573575.39,1.14,17938.76,1555636.63,Bank Transfer,Corrupti aspernatur voluptas nemo labore mollitia hic.
Nayantara Saxena,+912452899946,iraval@example.org,"23, Mani Chowk, Sirsa 345430",Tamil Nadu,2024-10-07,24K,Pure,874.726,5911.84,5171240.16,0.77,39818.55,5131421.61,Cash,
Eva Tiwari,05052281079,tkaul@example.net,"H.No. 652, Mahal, Rampur-077797",Kerala,2025-03-15,24K,Standard,941.325,5867.66,5523375.05,4.85,267883.69,5255491.36,UPI,
